"SID","UID","Latitude","Longitude","CollectionDate","VolumeFilteredML","DeploymentDuration","ClientSampleID","EnvironmentType","TICI","TICIVersion","TICINoSeqs","TICIQuantile","Report","Region","District"
15168,"521501",-38.0500905,176.2231225,"2022-03-10","500","","Awahou Stream at Mouth","River/Stream",104.2,"Riverine V1",529,0.55,"https://s3.ap-southeast-2.amazonaws.com/wilderlab.openwaters/reports/cc875b7c6fa3498a.html","Bay of Plenty","Rotorua"
15167,"521502",-38.0715096,176.2158892,"2022-03-10","550","","Waitetī Stream at Mouth","River/Stream",99.86,"Riverine V1",604,0.5,"https://s3.ap-southeast-2.amazonaws.com/wilderlab.openwaters/reports/773aef479fe0c012.html","Bay of Plenty","Rotorua"
15146,"521504",-37.6159286,177.9077669,"2022-03-18","500","","Waihau Bay at Boat Ramp","Marine",0,"NC - Environment type",0,0,"https://s3.ap-southeast-2.amazonaws.com/wilderlab.openwaters/reports/f7161279df9c692e.html","Bay of Plenty",NA
15160,"521505",-38.2974309,176.3914394,"2022-03-04","100","","Lake Ōkaro","Lake",0,"NC - Environment type",0,0,"https://s3.ap-southeast-2.amazonaws.com/wilderlab.openwaters/reports/933f9000b6833a9f.html","Bay of Plenty","Rotorua"
15104,"521506",-37.8125923,176.4533019,"2022-03-15","500","","Kaikokopu Canal/Stream at Kaikokopu
  Road/SH2 1","River/Stream",0,"NC - Basic",0,0,"https://s3.ap-southeast-2.amazonaws.com/wilderlab.openwaters/reports/5480c89c62ad8ee2.html","Bay of Plenty","Western Bay of Plenty"
15096,"521508",-37.6868877,176.1193327,"2022-03-16","100","","Carmichael Reserve Ponds 2","Pond",0,"NC - Environment type",0,0,"https://s3.ap-southeast-2.amazonaws.com/wilderlab.openwaters/reports/9e0d15132c12fa2a.html","Bay of Plenty","Tauranga"
15169,"521509",-38.034722,176.2603156,"2022-03-10","500","","Hamurana Springs (at stream mouth)","River/Stream",103.26,"Riverine V1",462,0.54,"https://s3.ap-southeast-2.amazonaws.com/wilderlab.openwaters/reports/26b1cdaf9f5a97c8.html","Bay of Plenty","Rotorua"
31496,"521605",-44.253022,171.2685142,"2022-12-15","","","None","",89.61,"Riverine V1",323,0.29,"https://s3.ap-southeast-2.amazonaws.com/wilderlab.openwaters/reports/68e43befde61fb25.html","Canterbury","Timaru"
14665,"521850",-40.8973541,175.0028837,"2022-03-14","150","","Summerset 1","Pond",0,"NC - Environment type",0,0,"https://s3.ap-southeast-2.amazonaws.com/wilderlab.openwaters/reports/0de0154af5f56186.html","Wellington","Kapiti Coast"
14666,"521851",-40.8973541,175.0028837,"2022-03-14","200","","Summerset 2","Pond",0,"NC - Environment type",0,0,"https://s3.ap-southeast-2.amazonaws.com/wilderlab.openwaters/reports/0de0154af5f56186.html","Wellington","Kapiti Coast"
14672,"521852",-40.9079383,174.9907736,"2022-03-15","450","","Milne Drive 2","Pond",0,"NC - Environment type",0,0,"https://s3.ap-southeast-2.amazonaws.com/wilderlab.openwaters/reports/836e7cfb4e97ed0b.html","Wellington","Kapiti Coast"
14675,"521853",-40.9089986,174.9897986,"2022-03-15","650","","Milne Drive 3","Pond",0,"NC - Environment type",0,0,"https://s3.ap-southeast-2.amazonaws.com/wilderlab.openwaters/reports/df55dee70bcaed55.html","Wellington","Kapiti Coast"
14669,"521854",-40.8996681,174.9941527,"2022-03-14","650","","Langdale","Pond",0,"NC - Environment type",0,0,"https://s3.ap-southeast-2.amazonaws.com/wilderlab.openwaters/reports/1cb855011f4ad879.html","Wellington","Kapiti Coast"
14671,"521855",-40.9079383,174.9907736,"2022-03-15","600","","Milne Drive 1","Pond",0,"NC - Environment type",0,0,"https://s3.ap-southeast-2.amazonaws.com/wilderlab.openwaters/reports/836e7cfb4e97ed0b.html","Wellington","Kapiti Coast"
16715,"521910",-38.1823705,175.8610243,"2022-04-11","1000","","Pokaiwhenua Stream 6","River/Stream",0,"NC - Basic",0,0,"https://s3.ap-southeast-2.amazonaws.com/wilderlab.openwaters/reports/32487ae2b7714ad7.html","Waikato","South Waikato"
16711,"521911",-38.224454,175.94155,"2022-04-11","1000","","Pokaiwhenua Stream 2","River/Stream",0,"NC - Basic",0,0,"https://s3.ap-southeast-2.amazonaws.com/wilderlab.openwaters/reports/2d985838e0c7f2e4.html","Waikato","South Waikato"
16712,"521912",-38.214877,175.92794,"2022-04-11","1000","","Pokaiwhenua Stream 3","River/Stream",0,"NC - Basic",0,0,"https://s3.ap-southeast-2.amazonaws.com/wilderlab.openwaters/reports/3c3479cf6997ad26.html","Waikato","South Waikato"
16713,"521913",-38.214671,175.92651,"2022-04-11","1000","","Pokaiwhenua Stream 4","River/Stream",0,"NC - Basic",0,0,"https://s3.ap-southeast-2.amazonaws.com/wilderlab.openwaters/reports/a847a1ddbdbeba6a.html","Waikato","South Waikato"
16714,"521914",-38.20192,175.90475,"2022-04-11","1000","","Pokaiwhenua Stream 5","River/Stream",0,"NC - Basic",0,0,"https://s3.ap-southeast-2.amazonaws.com/wilderlab.openwaters/reports/98bd8db5ecda4546.html","Waikato","South Waikato"
16710,"521915",-38.225543,175.94313,"2022-04-11","1000","","Pokaiwhenua Stream 1","River/Stream",0,"NC - Basic",0,0,"https://s3.ap-southeast-2.amazonaws.com/wilderlab.openwaters/reports/3c080b6286b0e3db.html","Waikato","South Waikato"
84500,"522107",-37.89461,176.75706,"2024-08-04","250","","No1","River/Stream",101.32,"Riverine V1",360,0.52,"https://s3.ap-southeast-2.amazonaws.com/wilderlab.openwaters/reports/fcbb32feda458833.html","Bay of Plenty","Whakatane"
84508,"522109",-37.89486,176.78692,"2024-08-26","1000","","Boat ramp tarawera","River/Stream",101.59,"Riverine V1",1190,0.53,"https://s3.ap-southeast-2.amazonaws.com/wilderlab.openwaters/reports/e2c4a3d8f66e0897.html","Bay of Plenty","Whakatane"
84509,"522115",-37.8927,176.78521,"2024-08-26","550","","Weir12","River/Stream",98.39,"Riverine V1",1019,0.48,"https://s3.ap-southeast-2.amazonaws.com/wilderlab.openwaters/reports/6eeae763233d0b52.html","Bay of Plenty","Whakatane"
16720,"522486",-36.85923,174.76513,"2022-04-11","1000","","Waiparuru Stream","River/Stream",0,"NC - Basic",0,0,"https://s3.ap-southeast-2.amazonaws.com/wilderlab.openwaters/reports/6d6b3b688af21e78.html","Auckland","Auckland"
20747,"522490",-45.81156921,169.0465865,"2022-06-08","1000","","Leithen Top 3","River/Stream",0,"NC - Basic",0,0,"https://s3.ap-southeast-2.amazonaws.com/wilderlab.openwaters/reports/9dca7e99cec9a116.html","Otago","Clutha"
20759,"522491",-45.74734758,169.1293383,"2022-06-08","1000","","Hukarere 3","River/Stream",0,"NC - Basic",0,0,"https://s3.ap-southeast-2.amazonaws.com/wilderlab.openwaters/reports/1c20a46e832223c0.html","Otago","Clutha"
20751,"522492",-45.8094975,169.1374627,"2022-06-08","1000","","Parkhill 1","River/Stream",0,"NC - Basic",0,0,"https://s3.ap-southeast-2.amazonaws.com/wilderlab.openwaters/reports/ac2c36d2bdf08add.html","Otago","Clutha"
20754,"522493",-45.77126086,169.1441329,"2022-06-08","1000","","Spylaw 1","River/Stream",0,"NC - Basic",0,0,"https://s3.ap-southeast-2.amazonaws.com/wilderlab.openwaters/reports/d29eb4d6902b3266.html","Otago","Clutha"
20753,"522494",-45.8094975,169.1374627,"2022-06-08","1000","","Parkhill 3","River/Stream",0,"NC - Basic",0,0,"https://s3.ap-southeast-2.amazonaws.com/wilderlab.openwaters/reports/ac2c36d2bdf08add.html","Otago","Clutha"
20752,"522495",-45.8094975,169.1374627,"2022-06-08","1000","","Parkhill 2","River/Stream",0,"NC - Basic",0,0,"https://s3.ap-southeast-2.amazonaws.com/wilderlab.openwaters/reports/ac2c36d2bdf08add.html","Otago","Clutha"
20755,"522496",-45.77126086,169.1441329,"2022-06-08","1000","","Spylaw 2","River/Stream",0,"NC - Basic",0,0,"https://s3.ap-southeast-2.amazonaws.com/wilderlab.openwaters/reports/d29eb4d6902b3266.html","Otago","Clutha"
20749,"522497",-45.83143127,169.0890479,"2022-06-08","1000","","Leithen Mid 2","River/Stream",0,"NC - Basic",0,0,"https://s3.ap-southeast-2.amazonaws.com/wilderlab.openwaters/reports/0dedec05a7d4503d.html","Otago","Clutha"
20758,"522498",-45.74734758,169.1293383,"2022-06-08","1000","","Hukarere 2","River/Stream",0,"NC - Basic",0,0,"https://s3.ap-southeast-2.amazonaws.com/wilderlab.openwaters/reports/1c20a46e832223c0.html","Otago","Clutha"
20748,"522499",-45.83143127,169.0890479,"2022-06-08","1000","","Leithen Mid 1","River/Stream",0,"NC - Basic",0,0,"https://s3.ap-southeast-2.amazonaws.com/wilderlab.openwaters/reports/0dedec05a7d4503d.html","Otago","Clutha"
20757,"522500",-45.74734758,169.1293383,"2022-06-08","1000","","Hukarere 1","River/Stream",0,"NC - Basic",0,0,"https://s3.ap-southeast-2.amazonaws.com/wilderlab.openwaters/reports/1c20a46e832223c0.html","Otago","Clutha"
20750,"522501",-45.83143127,169.0890479,"2022-06-08","1000","","Leithen Mid 3","River/Stream",0,"NC - Basic",0,0,"https://s3.ap-southeast-2.amazonaws.com/wilderlab.openwaters/reports/0dedec05a7d4503d.html","Otago","Clutha"
20745,"522502",-45.81156921,169.0465865,"2022-06-08","1000","","Leithen Top 1","River/Stream",0,"NC - Basic",0,0,"https://s3.ap-southeast-2.amazonaws.com/wilderlab.openwaters/reports/9dca7e99cec9a116.html","Otago","Clutha"
20746,"522503",-45.81156921,169.0465865,"2022-06-08","1000","","Leithen Top 2","River/Stream",0,"NC - Basic",0,0,"https://s3.ap-southeast-2.amazonaws.com/wilderlab.openwaters/reports/9dca7e99cec9a116.html","Otago","Clutha"
20756,"522504",-45.77126086,169.1441329,"2022-06-08","1000","","Spylaw 3","River/Stream",0,"NC - Basic",0,0,"https://s3.ap-southeast-2.amazonaws.com/wilderlab.openwaters/reports/d29eb4d6902b3266.html","Otago","Clutha"
28622,"522756",-37.88998,176.789093,"2022-11-16","1000","","Tarawera #6","River/Stream",0,"NC - Basic",0,0,"https://s3.ap-southeast-2.amazonaws.com/wilderlab.openwaters/reports/133cee01c5c4449f.html","Bay of Plenty",NA
24843,"522757",-37.889989,176.788648,"2022-09-09","1000","","TARAWERA RIVER #1","River/Stream",0,"NC - Basic",0,0,"https://s3.ap-southeast-2.amazonaws.com/wilderlab.openwaters/reports/bcdab69b1c940cb5.html","Bay of Plenty",NA
17476,"522767",-37.7586649,175.224009,"2022-04-28","1000","","Culvert4","River/Stream",87.31,"Riverine V1",143,0.25,"https://s3.ap-southeast-2.amazonaws.com/wilderlab.openwaters/reports/65fa247dc2d6af44.html","Waikato","Hamilton"
17473,"522768",-37.7578222,175.2237703,"2022-04-28","400","","MidDrain1","River/Stream",85.34,"Riverine V1",117,0.22,"https://s3.ap-southeast-2.amazonaws.com/wilderlab.openwaters/reports/d26d0b7f3e6109ac.html","Waikato","Hamilton"
17474,"522769",-37.7557846,175.2220443,"2022-04-28","600","","Downstream2","River/Stream",80.4,"Riverine V1",185,0.15,"https://s3.ap-southeast-2.amazonaws.com/wilderlab.openwaters/reports/dd703dc1b2d87fff.html","Waikato","Hamilton"
17475,"522770",-37.2228775,175.2228775,"2022-04-28","1000","","Midstream3","River/Stream",78.2,"Riverine V1",199,0.13,"https://s3.ap-southeast-2.amazonaws.com/wilderlab.openwaters/reports/173c2a48cc91e0a8.html","Waikato","Waikato"
75520,"522802",-44.581181,170.08797,"2024-05-30","1000","","Corbies Creek lower","River/Stream",0,"NC - Basic",0,0,"https://s3.ap-southeast-2.amazonaws.com/wilderlab.openwaters/reports/f5d8f4ef3c3338a1.html","Canterbury","Waitaki"
75519,"522803",-44.377761,170.658408,"2024-05-15","1000","","Nessing Spring","River/Stream",0,"NC - Basic",0,0,"https://s3.ap-southeast-2.amazonaws.com/wilderlab.openwaters/reports/980c1951e831d01f.html","Canterbury","Mackenzie"
75512,"522805",-44.380436,170.660197,"2024-05-15","1000","","Cabbage Tree TL","River/Stream",0,"NC - Basic",0,0,"https://s3.ap-southeast-2.amazonaws.com/wilderlab.openwaters/reports/78f8badddf95e078.html","Canterbury","Mackenzie"
75513,"522806",-44.380436,170.660197,"2024-05-15","1000","","Cabbage Tree TL","River/Stream",0,"NC - Basic",0,0,"https://s3.ap-southeast-2.amazonaws.com/wilderlab.openwaters/reports/78f8badddf95e078.html","Canterbury","Mackenzie"
75514,"522807",-44.380436,170.660197,"2024-05-15","1000","","Cabbage Tree TL","River/Stream",0,"NC - Basic",0,0,"https://s3.ap-southeast-2.amazonaws.com/wilderlab.openwaters/reports/78f8badddf95e078.html","Canterbury","Mackenzie"
75521,"522808",-44.581181,170.08797,"2024-05-30","1000","","Corbies Creek lower","River/Stream",0,"NC - Basic",0,0,"https://s3.ap-southeast-2.amazonaws.com/wilderlab.openwaters/reports/f5d8f4ef3c3338a1.html","Canterbury","Waitaki"
75522,"522809",-44.582095,170.088528,"2024-05-30","1000","","Corbies Creek mid","River/Stream",0,"NC - Basic",0,0,"https://s3.ap-southeast-2.amazonaws.com/wilderlab.openwaters/reports/d4d3558c07171673.html","Canterbury","Waitaki"
75523,"522810",-44.582661,170.08918,"2024-05-30","1000","","Corbies Creek upper","River/Stream",0,"NC - Basic",0,0,"https://s3.ap-southeast-2.amazonaws.com/wilderlab.openwaters/reports/8fa54988baa8042d.html","Canterbury","Waitaki"
75515,"522811",-44.378993,170.660983,"2024-05-15","1000","","Cabbage Tree TR","River/Stream",0,"NC - Basic",0,0,"https://s3.ap-southeast-2.amazonaws.com/wilderlab.openwaters/reports/52fe15ed362d0f1f.html","Canterbury","Mackenzie"
75516,"522812",-44.378993,170.660983,"2024-05-15","1000","","Cabbage Tree TR","River/Stream",0,"NC - Basic",0,0,"https://s3.ap-southeast-2.amazonaws.com/wilderlab.openwaters/reports/52fe15ed362d0f1f.html","Canterbury","Mackenzie"
75517,"522813",-44.378993,170.660983,"2024-05-15","1000","","Cabbage Tree TR","River/Stream",0,"NC - Basic",0,0,"https://s3.ap-southeast-2.amazonaws.com/wilderlab.openwaters/reports/52fe15ed362d0f1f.html","Canterbury","Mackenzie"
75518,"522814",-44.377761,170.658408,"2024-05-15","1000","","Nessing Spring","River/Stream",0,"NC - Basic",0,0,"https://s3.ap-southeast-2.amazonaws.com/wilderlab.openwaters/reports/980c1951e831d01f.html","Canterbury","Mackenzie"
83653,"522815",-44.648594,169.987896,"2024-06-19","1000","","Otamatapaio","River/Stream",0,"NC - Basic",0,0,"https://s3.ap-southeast-2.amazonaws.com/wilderlab.openwaters/reports/e34ded3ffd7ba19c.html","Canterbury","Waitaki"
83654,"522816",-44.648594,169.987896,"2024-06-19","1000","","Otamatapaio","River/Stream",0,"NC - Basic",0,0,"https://s3.ap-southeast-2.amazonaws.com/wilderlab.openwaters/reports/e34ded3ffd7ba19c.html","Canterbury","Waitaki"
83655,"522817",-44.665042,169.988923,"2024-06-19","1000","","Otamatapaio","River/Stream",0,"NC - Basic",0,0,"https://s3.ap-southeast-2.amazonaws.com/wilderlab.openwaters/reports/1e322b468d6c16c4.html","Canterbury","Waitaki"
83656,"522818",-44.665042,169.988923,"2024-06-19","1000","","Otamatapaio","River/Stream",0,"NC - Basic",0,0,"https://s3.ap-southeast-2.amazonaws.com/wilderlab.openwaters/reports/1e322b468d6c16c4.html","Canterbury","Waitaki"
83657,"522819",-44.674754,169.989227,"2024-06-19","1000","","Otamatapaio","River/Stream",0,"NC - Basic",0,0,"https://s3.ap-southeast-2.amazonaws.com/wilderlab.openwaters/reports/698ccb86a9cfff9a.html","Canterbury","Waitaki"
83658,"522820",-44.674085,169.990826,"2024-06-19","1000","","Otamatapaio","River/Stream",0,"NC - Basic",0,0,"https://s3.ap-southeast-2.amazonaws.com/wilderlab.openwaters/reports/2ff0a44709e60810.html","Canterbury","Waitaki"
19678,"522836",-37.27287259,174.92978785,"2022-05-17","220","","Tuakau W 1 - rep 1","Other",0,"NC - Environment type",0,0,"https://s3.ap-southeast-2.amazonaws.com/wilderlab.openwaters/reports/3d5c617557fcc1c8.html","Waikato","Waikato"
19679,"522845",-37.27287259,174.92978785,"2022-05-17","250","","Tuakau W 1 - rep 2","Other",0,"NC - Environment type",0,0,"https://s3.ap-southeast-2.amazonaws.com/wilderlab.openwaters/reports/3d5c617557fcc1c8.html","Waikato","Waikato"
19681,"522848",-37.27602162,174.9268006,"2022-05-17","115","","Tuakau W 2 - rep 1","Other",0,"NC - Environment type",0,0,"https://s3.ap-southeast-2.amazonaws.com/wilderlab.openwaters/reports/9ff9d7fc6e346c4a.html","Waikato","Waikato"
19686,"522849",-37.27692438,174.92892139,"2022-05-17","100","","Tuakau E 1 - rep 3","Other",0,"NC - Environment type",0,0,"https://s3.ap-southeast-2.amazonaws.com/wilderlab.openwaters/reports/619491466ed0a13d.html","Waikato","Waikato"
19685,"522850",-37.27692438,174.92892139,"2022-05-17","130","","Tuakau E 1 - rep 2","Other",0,"NC - Environment type",0,0,"https://s3.ap-southeast-2.amazonaws.com/wilderlab.openwaters/reports/619491466ed0a13d.html","Waikato","Waikato"
19680,"522851",-37.27287259,174.92978785,"2022-05-17","230","","Tuakau W 1 - rep 3","Other",0,"NC - Environment type",0,0,"https://s3.ap-southeast-2.amazonaws.com/wilderlab.openwaters/reports/3d5c617557fcc1c8.html","Waikato","Waikato"
19683,"522852",-37.27602162,174.9268006,"2022-05-17","140","","Tuakau W 2 - rep 3","Other",0,"NC - Environment type",0,0,"https://s3.ap-southeast-2.amazonaws.com/wilderlab.openwaters/reports/9ff9d7fc6e346c4a.html","Waikato","Waikato"
19684,"522853",-37.27692438,174.92892139,"2022-05-17","100","","Tuakau E 1 - rep 1","Other",0,"NC - Environment type",0,0,"https://s3.ap-southeast-2.amazonaws.com/wilderlab.openwaters/reports/619491466ed0a13d.html","Waikato","Waikato"
19682,"522854",-37.27602162,174.9268006,"2022-05-17","125","","Tuakau W 2 - rep 2","Other",0,"NC - Environment type",0,0,"https://s3.ap-southeast-2.amazonaws.com/wilderlab.openwaters/reports/9ff9d7fc6e346c4a.html","Waikato","Waikato"
21237,"522866",-40.9583273,175.6216304,"2022-06-22","1000","","Solway Stream","River/Stream",0,"NC - Basic",0,0,"https://s3.ap-southeast-2.amazonaws.com/wilderlab.openwaters/reports/a9ac7c13877c666a.html","Wellington","Masterton"
21234,"522868",-40.9584475,175.6205418,"2022-06-22","1000","","Solway Stream","River/Stream",0,"NC - Basic",0,0,"https://s3.ap-southeast-2.amazonaws.com/wilderlab.openwaters/reports/4ed0b8f5d20881c4.html","Wellington","Masterton"
57711,"522870",-41.474439,175.209026,"2023-11-22","600","","Te Miha Stream","River/Stream",90.28,"Riverine V1",243,0.3,"https://s3.ap-southeast-2.amazonaws.com/wilderlab.openwaters/reports/7e79ae1a679b0050.html","Wellington","South Wairarapa"
21236,"522873",-40.9582809,175.621274,"2022-06-22","1000","","Solway Stream","River/Stream",0,"NC - Basic",0,0,"https://s3.ap-southeast-2.amazonaws.com/wilderlab.openwaters/reports/cf6f70848c00e021.html","Wellington","Masterton"
58453,"522880",-40.93705,175.55057,"2023-12-04","500","","Parkers Rd Stm #2","River/Stream",88.06,"Riverine V1",197,0.26,"https://s3.ap-southeast-2.amazonaws.com/wilderlab.openwaters/reports/46364483de88a007.html","Wellington","Carterton"
21233,"522881",-40.9581024,175.6209763,"2022-06-22","750","","Solway Stream","Wetland",0,"NC - Environment type",0,0,"https://s3.ap-southeast-2.amazonaws.com/wilderlab.openwaters/reports/02421231366a05a7.html","Wellington","Masterton"
61064,"522890",-40.51579,175.52622,"2024-01-25","","","Taueru River","River/Stream",77.18,"Riverine V1",252,0.11,"https://s3.ap-southeast-2.amazonaws.com/wilderlab.openwaters/reports/d82fa0aa54988f9c.html","Manawatu-Wanganui","Horowhenua"
21238,"522896",-40.958128,175.620954,"2022-06-22","500","","Solway Stream","Wetland",0,"NC - Environment type",0,0,"https://s3.ap-southeast-2.amazonaws.com/wilderlab.openwaters/reports/0e4a6984721c9050.html","Wellington","Masterton"
21235,"522897",-40.9584994,175.6206856,"2022-06-22","1000","","Solway Stream","River/Stream",0,"NC - Basic",0,0,"https://s3.ap-southeast-2.amazonaws.com/wilderlab.openwaters/reports/f0759b274d6e1699.html","Wellington","Masterton"
78192,"522898",-40.4459,175.34596,"2024-05-07","1000","","Mclays Trib","River/Stream",125.29,"Riverine V1",251,0.94,"https://s3.ap-southeast-2.amazonaws.com/wilderlab.openwaters/reports/b5d4f3237d1b47f7.html","Manawatu-Wanganui","Horowhenua"
58452,"522903",-40.93705,175.55057,"2023-12-04","500","","Parkers Rd Stm #1","River/Stream",88.12,"Riverine V1",182,0.26,"https://s3.ap-southeast-2.amazonaws.com/wilderlab.openwaters/reports/46364483de88a007.html","Wellington","Carterton"
35938,"522904",-41.378582,175.490113,"2023-03-08","1000","","Waihoronuku stream","River/Stream",0,"NC - Basic",0,0,"https://s3.ap-southeast-2.amazonaws.com/wilderlab.openwaters/reports/5f433959b0d13392.html","Wellington","South Wairarapa"
20082,"522942",-36.8802525,174.8679716,"2022-05-28","530","","Pt England stormwater pond weir","Other",0,"NC - Environment type",0,0,"https://s3.ap-southeast-2.amazonaws.com/wilderlab.openwaters/reports/2f8291fce93b32f2.html","Auckland","Auckland"
21738,"522948",-37.58815,175.90755,"2022-06-27","350","","Honey stream","River/Stream",87.65,"Riverine V1",290,0.25,"https://s3.ap-southeast-2.amazonaws.com/wilderlab.openwaters/reports/d2da697f9b16cc62.html","Bay of Plenty","Western Bay of Plenty"
20269,"522952",-41.01682,176.01695,"2022-05-29","1000","","Waihora Stream","River/Stream",122.15,"Riverine V1",236,0.89,"https://s3.ap-southeast-2.amazonaws.com/wilderlab.openwaters/reports/df707b91374da4a0.html","Wellington","Masterton"
20704,"522953",-42.839458,173.280044,"2022-06-09","1000","","Jed at Gore Bay Rd bridge","River/Stream",85.27,"Riverine V1",251,0.22,"https://s3.ap-southeast-2.amazonaws.com/wilderlab.openwaters/reports/1b91646f247c97ff.html","Canterbury","Hurunui"
18945,"522958",-41.149711,174.869927,"2022-05-11","1000","","CCreek","River/Stream",112.45,"Riverine V1",399,0.72,"https://s3.ap-southeast-2.amazonaws.com/wilderlab.openwaters/reports/6c3cd001e4e17ed5.html","Wellington","Porirua"
19773,"522959",-39.96523,176.27905,"2022-05-23","1000","","","River/Stream",102.36,"Riverine V1",376,0.53,"https://s3.ap-southeast-2.amazonaws.com/wilderlab.openwaters/reports/c221f05b425a0d64.html","Hawke's Bay","Central Hawke's Bay"
18882,"522960",-40.990819,174.949296,"2022-05-10","500","","Waikakariki  ","River/Stream",97.57,"Riverine V1",289,0.46,"https://s3.ap-southeast-2.amazonaws.com/wilderlab.openwaters/reports/31098ff7f6526c53.html","Wellington","Kapiti Coast"
20270,"522968",-42.12015,171.86603,"2022-06-06","1000","14","RAS 1","River/Stream",113.36,"Riverine V1",251,0.73,"https://s3.ap-southeast-2.amazonaws.com/wilderlab.openwaters/reports/e640753b34707225.html","West Coast","Buller"
20705,"522970",-36.92098,174.77745,"2022-06-09","1000","","Onehunga Peoples Garden","River/Stream",91.5,"Riverine V1",295,0.33,"https://s3.ap-southeast-2.amazonaws.com/wilderlab.openwaters/reports/cfc2679639725cb3.html","Auckland","Auckland"
19046,"522979",-40.52368,175.0056,"2022-05-13","1000","2","neglected lagoon","Wetland",0,"NC - Environment type",0,0,"https://s3.ap-southeast-2.amazonaws.com/wilderlab.openwaters/reports/529a6e47a34ba4ea.html","Manawatu-Wanganui",NA
19045,"522980",-40.52354,175.00515,"2022-05-13","1000","2","managed lagoon","Wetland",0,"NC - Environment type",0,0,"https://s3.ap-southeast-2.amazonaws.com/wilderlab.openwaters/reports/af5e42a37c937e1f.html","Manawatu-Wanganui",NA
32193,"522984",-41.18620278,174.91750278,"2023-02-19","800","","Park-Hill Stream","River/Stream",103.81,"Riverine V1",229,0.54,"https://s3.ap-southeast-2.amazonaws.com/wilderlab.openwaters/reports/14c38d871a7c0b4d.html","Wellington","Lower Hutt"
21606,"522985",-39.9289009,176.3010916,"2022-06-28","1000","","","River/Stream",103.34,"Riverine V1",603,0.54,"https://s3.ap-southeast-2.amazonaws.com/wilderlab.openwaters/reports/55db1708cca1c6f8.html","Hawke's Bay","Central Hawke's Bay"
21607,"522986",-39.932562,176.295885,"2022-06-28","1000","","","River/Stream",103.61,"Riverine V1",524,0.54,"https://s3.ap-southeast-2.amazonaws.com/wilderlab.openwaters/reports/7cb056969b668345.html","Hawke's Bay","Central Hawke's Bay"
20271,"522991",-40.974198,174.983435,"2022-06-06","1000","","Ramaroa","River/Stream",98.94,"Riverine V1",535,0.48,"https://s3.ap-southeast-2.amazonaws.com/wilderlab.openwaters/reports/6aac9846f8477f52.html","Wellington","Kapiti Coast"
20272,"522992",-40.973781,174.98371,"2022-06-06","1000","","S Br Whar Str","River/Stream",105.84,"Riverine V1",482,0.57,"https://s3.ap-southeast-2.amazonaws.com/wilderlab.openwaters/reports/507be41fed1c81fb.html","Wellington","Kapiti Coast"
47129,"522997",-45.604214,170.586153,"2023-05-09","1000","","Bucklands","River/Stream",95.88,"Riverine V1",289,0.42,"https://s3.ap-southeast-2.amazonaws.com/wilderlab.openwaters/reports/3044d251c9f87f06.html","Otago","Dunedin"
23753,"522999",-37.673243,175.910069,"2022-07-13","1000","24","AFP SH","River/Stream",122.95,"Riverine V1",168,0.9,"https://s3.ap-southeast-2.amazonaws.com/wilderlab.openwaters/reports/e17959dbbd0681eb.html","Bay of Plenty","Western Bay of Plenty"
22339,"523002",-37.830264,176.59867,"2022-06-08","600","","","River/Stream",95.94,"Riverine V1",403,0.42,"https://s3.ap-southeast-2.amazonaws.com/wilderlab.openwaters/reports/cfc92969d514f54a.html","Bay of Plenty","Western Bay of Plenty"
23754,"523003",-37.765705,175.95825,"2022-07-05","1000","24","FOB site 2","River/Stream",117.59,"Riverine V1",111,0.8,"https://s3.ap-southeast-2.amazonaws.com/wilderlab.openwaters/reports/b58e1f616da4bf2f.html","Bay of Plenty","Western Bay of Plenty"
34561,"523016",-36.071206,174.580581,"2023-03-30","100,100,100,100,90,80","","","River/Stream",94.58,"Riverine V1",182,0.39,"https://s3.ap-southeast-2.amazonaws.com/wilderlab.openwaters/reports/2f362890332710f2.html","Northland","Kaipara"
31134,"523017",-36.00211,174.43086,"2023-01-10","","","","River/Stream",88.44,"Riverine V1",194,0.27,"https://s3.ap-southeast-2.amazonaws.com/wilderlab.openwaters/reports/ea30679c7092bf53.html","Northland","Whangarei"
31135,"523018",-36.00952,174.45889,"2023-01-10","","","","River/Stream",85.01,"Riverine V1",233,0.22,"https://s3.ap-southeast-2.amazonaws.com/wilderlab.openwaters/reports/14050256a4040b66.html","Northland","Whangarei"
31136,"523020",-35.97125,174.41607,"2023-01-10","","","","River/Stream",89.25,"Riverine V1",220,0.28,"https://s3.ap-southeast-2.amazonaws.com/wilderlab.openwaters/reports/c4f899714c345023.html","Northland","Whangarei"
31137,"523021",-36.01198,174.41414,"2023-01-10","","","","River/Stream",86.28,"Riverine V1",197,0.22,"https://s3.ap-southeast-2.amazonaws.com/wilderlab.openwaters/reports/25611cea20f39f88.html","Northland","Whangarei"
31138,"523022",-35.94922,174.43465,"2023-01-10","","","","River/Stream",79.3,"Riverine V1",263,0.14,"https://s3.ap-southeast-2.amazonaws.com/wilderlab.openwaters/reports/416c48a31fc8ea32.html","Northland","Whangarei"
79465,"523039",-40.4531,175.1033,"2024-06-20","1000","","Waitohu Stream","River/Stream",112.66,"Riverine V1",763,0.73,"https://s3.ap-southeast-2.amazonaws.com/wilderlab.openwaters/reports/1ebdb98b2db5a8e7.html","Manawatu-Wanganui",NA
